1,2003,1104.1,668.4,160.3,300.1,0.9200000166893005,-1,-1,-1
1,2004,1628.4,672.0,135.0,307.4,0.9200000166893005,-1,-1,-1
1,2005,444.5,673.8,171.8,323.0,0.9200000166893005,-1,-1,-1
1,2006,1031.8,563.5,113.3,324.2,0.9200000166893005,-1,-1,-1
1,2007,820.2,510.2,106.1,270.3,0.8999999761581421,-1,-1,-1
1,2008,678.0,747.3,154.3,330.3,0.8999999761581421,-1,-1,-1
1,2009,949.8,664.8,149.5,307.4,0.8999999761581421,-1,-1,-1
1,2010,1064.9,488.8,101.2,239.3,0.8999999761581421,-1,-1,-1
1,2011,948.0,519.5,108.5,285.7,0.8999999761581421,-1,-1,-1
1,2012,806.4,957.7,135.0,121.7,0.8899999856948853,-1,-1,-1
1,2013,720.2,536.1,129.0,292.6,0.8899999856948853,-1,-1,-1
1,2014,1798.4,480.3,118.1,248.9,0.8899999856948853,-1,-1,-1
1,2015,913.1,511.7,94.0,264.0,0.8899999856948853,-1,-1,-1
1,2016,1201.7,436.6,101.2,262.5,0.8899999856948853,-1,-1,-1
1,2017,1582.6,496.0,101.2,261.6,0.8899999856948853,-1,-1,-1
1,2018,783.5,713.6,126.6,332.7,0.8899999856948853,-1,-1,-1
1,2019,1180.6,211.2,66.9,158.8,0.8899999856948853,-1,-1,-1
1,2020,645.5,516.5,124.2,300.1,0.8799999952316284,-1,-1,-1
1,2021,1125.2,586.1,135.6,292.6,0.8799999952316284,-1,-1,-1
1,2022,1560.9,396.9,77.1,190.4,0.8799999952316284,-1,-1,-1
1,2023,1017.9,380.3,95.2,230.2,0.8799999952316284,-1,-1,-1
1,2024,1133.6,377.6,68.7,198.3,0.8799999952316284,-1,-1,-1
1,2025,670.2,683.4,126.6,286.9,0.8799999952316284,-1,-1,-1
1,2026,864.8,366.7,89.2,201.9,0.8799999952316284,-1,-1,-1
1,2027,1259.6,465.9,103.7,264.0,0.8700000047683716,-1,-1,-1
1,2028,738.3,317.6,86.8,195.9,0.8700000047683716,-1,-1,-1
